X,Y,ID,BLOC,DAM,SIRE,year,height,circumference,flexuosity
16,32,16:32,B9,104.0,109.0,2003,840.0,257.0,4.0
16,32,16:32,B9,104.0,109.0,2000,475.0,150.0,4.0
16,32,16:32,B9,104.0,109.0,1999,360.0,,
16,32,16:32,B9,104.0,109.0,1998,289.0,,5.0
16,32,16:32,B9,104.0,109.0,1997,167.0,,
39,39,39:39,B11,104.0,109.0,2003,1000.0,284.0,4.0
39,39,39:39,B11,104.0,109.0,2000,500.0,158.0,4.0
39,39,39:39,B11,104.0,109.0,1999,402.0,,
39,39,39:39,B11,104.0,109.0,1998,197.0,,4.0
39,39,39:39,B11,104.0,109.0,1997,120.0,,
35,68,35:68,B12,104.0,109.0,2003,960.0,290.0,5.0
35,68,35:68,B12,104.0,109.0,2000,472.0,160.0,5.0
35,68,35:68,B12,104.0,109.0,1999,310.0,,
35,68,35:68,B12,104.0,109.0,1998,173.0,,5.0
35,68,35:68,B12,104.0,109.0,1997,82.0,,
25,30,25:30,B15,104.0,109.0,2003,1010.0,288.0,5.0
25,30,25:30,B15,104.0,109.0,2000,500.0,186.0,4.0
25,30,25:30,B15,104.0,109.0,1999,420.0,,
25,30,25:30,B15,104.0,109.0,1998,227.0,,5.0
25,30,25:30,B15,104.0,109.0,1997,96.0,,
36,55,36:55,B8,104.0,109.0,2003,950.0,302.0,4.0
36,55,36:55,B8,104.0,109.0,2000,549.0,192.0,4.0
36,55,36:55,B8,104.0,109.0,1999,440.0,,
36,55,36:55,B8,104.0,109.0,1998,241.0,,5.0
36,55,36:55,B8,104.0,109.0,1997,105.0,,
8,33,8:33,B5,104.0,109.0,2014,234.0,930.0,
8,33,8:33,B5,104.0,109.0,2009,181.0,754.0,3.0
8,33,8:33,B5,104.0,109.0,2003,1060.0,478.0,3.0
8,33,8:33,B5,104.0,109.0,2000,623.0,227.0,4.0
8,33,8:33,B5,104.0,109.0,1999,445.0,,
8,33,8:33,B5,104.0,109.0,1998,274.0,,4.0
8,33,8:33,B5,104.0,109.0,1997,120.0,,
31,32,31:32,B16,104.0,109.0,2009,176.0,694.0,3.0
31,32,31:32,B16,104.0,109.0,2003,1080.0,395.0,4.0
31,32,31:32,B16,104.0,109.0,2000,597.0,238.0,4.0
31,32,31:32,B16,104.0,109.0,1999,485.0,,
31,32,31:32,B16,104.0,109.0,1998,298.0,,4.0
31,32,31:32,B16,104.0,109.0,1997,140.0,,
16,56,16:56,B4,104.0,109.0,2003,900.0,433.0,4.0
16,56,16:56,B4,104.0,109.0,2000,530.0,241.0,4.0
16,56,16:56,B4,104.0,109.0,1999,430.0,,
16,56,16:56,B4,104.0,109.0,1998,256.0,,5.0
16,56,16:56,B4,104.0,109.0,1997,140.0,,
66,50,66:50,B1,104.0,109.0,2009,180.0,722.0,4.0
66,50,66:50,B1,104.0,109.0,2003,1150.0,470.0,4.0
66,50,66:50,B1,104.0,109.0,2000,617.0,265.0,4.0
66,50,66:50,B1,104.0,109.0,1999,468.0,,
66,50,66:50,B1,104.0,109.0,1998,271.0,,5.0
66,50,66:50,B1,104.0,109.0,1997,144.0,,
27,39,27:39,B7,104.0,109.0,2014,248.0,886.0,
27,39,27:39,B7,104.0,109.0,2009,201.0,736.0,4.0
27,39,27:39,B7,104.0,109.0,2003,1120.0,492.0,5.0
27,39,27:39,B7,104.0,109.0,2000,670.0,285.0,5.0
27,39,27:39,B7,104.0,109.0,1999,470.0,,
27,39,27:39,B7,104.0,109.0,1998,247.0,,5.0
27,39,27:39,B7,104.0,109.0,1997,98.0,,
34,70,34:70,B12,106.0,109.0,2003,770.0,204.0,4.0
34,70,34:70,B12,106.0,109.0,2000,348.0,105.0,5.0
34,70,34:70,B12,106.0,109.0,1999,255.0,,
34,70,34:70,B12,106.0,109.0,1998,160.0,,5.0
34,70,34:70,B12,106.0,109.0,1997,88.0,,
60,72,60:72,B13,106.0,109.0,2003,850.0,233.0,4.0
60,72,60:72,B13,106.0,109.0,2000,416.0,119.0,5.0
60,72,60:72,B13,106.0,109.0,1999,328.0,,
60,72,60:72,B13,106.0,109.0,1998,136.0,,3.0
60,72,60:72,B13,106.0,109.0,1997,82.0,,
8,36,8:36,B5,106.0,109.0,2003,830.0,262.0,4.0
8,36,8:36,B5,106.0,109.0,2000,424.0,135.0,4.0
8,36,8:36,B5,106.0,109.0,1999,315.0,,
8,36,8:36,B5,106.0,109.0,1998,180.0,,2.0
8,36,8:36,B5,106.0,109.0,1997,92.0,,
35,6,35:6,B10,106.0,109.0,2003,910.0,337.0,4.0
35,6,35:6,B10,106.0,109.0,2000,448.0,150.0,5.0
35,6,35:6,B10,106.0,109.0,1999,285.0,,
35,6,35:6,B10,106.0,109.0,1998,130.0,,2.0
35,6,35:6,B10,106.0,109.0,1997,70.0,,
34,27,34:27,B16,106.0,109.0,2003,990.0,306.0,5.0
34,27,34:27,B16,106.0,109.0,2000,500.0,162.0,4.0
34,27,34:27,B16,106.0,109.0,1999,356.0,,
34,27,34:27,B16,106.0,109.0,1998,186.0,,5.0
34,27,34:27,B16,106.0,109.0,1997,108.0,,
37,47,37:47,B11,106.0,109.0,2003,900.0,301.0,5.0
37,47,37:47,B11,106.0,109.0,2000,469.0,165.0,5.0
37,47,37:47,B11,106.0,109.0,1999,350.0,,
37,47,37:47,B11,106.0,109.0,1998,216.0,,5.0
37,47,37:47,B11,106.0,109.0,1997,104.0,,
48,31,48:31,B6,106.0,109.0,2003,920.0,352.0,4.0
48,31,48:31,B6,106.0,109.0,2000,456.0,167.0,4.0
48,31,48:31,B6,106.0,109.0,1999,342.0,,
48,31,48:31,B6,106.0,109.0,1998,226.0,,5.0
48,31,48:31,B6,106.0,109.0,1997,101.0,,
51,30,51:30,B2,106.0,109.0,2003,870.0,324.0,5.0
51,30,51:30,B2,106.0,109.0,2000,470.0,171.0,4.0
51,30,51:30,B2,106.0,109.0,1999,345.0,,
51,30,51:30,B2,106.0,109.0,1998,191.0,,4.0
51,30,51:30,B2,106.0,109.0,1997,132.0,,
27,45,27:45,B7,106.0,109.0,2003,980.0,289.0,4.0
27,45,27:45,B7,106.0,109.0,2000,515.0,178.0,4.0
27,45,27:45,B7,106.0,109.0,1999,403.0,,
27,45,27:45,B7,106.0,109.0,1998,233.0,,5.0
27,45,27:45,B7,106.0,109.0,1997,86.0,,
19,56,19:56,B4,106.0,109.0,2003,900.0,336.0,5.0
19,56,19:56,B4,106.0,109.0,2000,480.0,180.0,4.0
19,56,19:56,B4,106.0,109.0,1999,370.0,,
19,56,19:56,B4,106.0,109.0,1998,193.0,,5.0
19,56,19:56,B4,106.0,109.0,1997,101.0,,
54,74,54:74,B3,106.0,109.0,2003,920.0,323.0,3.0
54,74,54:74,B3,106.0,109.0,2000,497.0,181.0,3.0
54,74,54:74,B3,106.0,109.0,1999,410.0,,
54,74,54:74,B3,106.0,109.0,1998,248.0,,4.0
54,74,54:74,B3,106.0,109.0,1997,160.0,,
35,14,35:14,B14,106.0,109.0,2009,169.0,596.0,5.0
35,14,35:14,B14,106.0,109.0,2003,990.0,378.0,5.0
35,14,35:14,B14,106.0,109.0,2000,510.0,198.0,5.0
35,14,35:14,B14,106.0,109.0,1999,425.0,,
35,14,35:14,B14,106.0,109.0,1998,240.0,,5.0
35,14,35:14,B14,106.0,109.0,1997,160.0,,
36,57,36:57,B8,106.0,109.0,2009,176.0,574.0,5.0
36,57,36:57,B8,106.0,109.0,2003,1100.0,371.0,5.0
36,57,36:57,B8,106.0,109.0,2000,603.0,215.0,4.0
36,57,36:57,B8,106.0,109.0,1999,460.0,,
36,57,36:57,B8,106.0,109.0,1998,281.0,,5.0
36,57,36:57,B8,106.0,109.0,1997,158.0,,
22,37,22:37,B15,106.0,109.0,1998,300.0,,3.0
22,37,22:37,B15,106.0,109.0,1997,144.0,,
34,73,34:73,B12,106.0,166.0,2009,146.0,502.0,4.0
34,73,34:73,B12,106.0,166.0,2003,880.0,275.0,4.0
34,73,34:73,B12,106.0,166.0,2000,445.0,124.0,5.0
34,73,34:73,B12,106.0,166.0,1999,365.0,,
34,73,34:73,B12,106.0,166.0,1998,217.0,,4.0
34,73,34:73,B12,106.0,166.0,1997,137.0,,
62,50,62:50,B1,106.0,166.0,2003,800.0,343.0,2.0
62,50,62:50,B1,106.0,166.0,2000,459.0,143.0,3.0
62,50,62:50,B1,106.0,166.0,1999,350.0,,
54,73,54:73,B3,106.0,166.0,2003,860.0,246.0,4.0
54,73,54:73,B3,106.0,166.0,2000,502.0,150.0,5.0
54,73,54:73,B3,106.0,166.0,1999,350.0,,
54,73,54:73,B3,106.0,166.0,1998,216.0,,4.0
54,73,54:73,B3,106.0,166.0,1997,144.0,,
38,52,38:52,B8,106.0,166.0,2003,1000.0,301.0,4.0
38,52,38:52,B8,106.0,166.0,2000,500.0,150.0,5.0
38,52,38:52,B8,106.0,166.0,1999,365.0,,
38,52,38:52,B8,106.0,166.0,1998,174.0,,4.0
38,52,38:52,B8,106.0,166.0,1997,97.0,,
28,35,28:35,B15,106.0,166.0,2003,900.0,292.0,5.0
28,35,28:35,B15,106.0,166.0,2000,485.0,154.0,4.0
28,35,28:35,B15,106.0,166.0,1999,390.0,,
28,35,28:35,B15,106.0,166.0,1998,217.0,,4.0
28,35,28:35,B15,106.0,166.0,1997,90.0,,
59,72,59:72,B13,106.0,166.0,2009,130.0,388.0,2.0
59,72,59:72,B13,106.0,166.0,2003,910.0,305.0,4.0
59,72,59:72,B13,106.0,166.0,2000,508.0,158.0,4.0
59,72,59:72,B13,106.0,166.0,1999,378.0,,
59,72,59:72,B13,106.0,166.0,1998,200.0,,2.0
59,72,59:72,B13,106.0,166.0,1997,142.0,,
20,35,20:35,B9,106.0,166.0,2003,800.0,267.0,4.0
20,35,20:35,B9,106.0,166.0,2000,460.0,163.0,4.0
20,35,20:35,B9,106.0,166.0,1999,390.0,,
20,35,20:35,B9,106.0,166.0,1998,279.0,,4.0
20,35,20:35,B9,106.0,166.0,1997,158.0,,
36,7,36:7,B10,106.0,166.0,2003,820.0,350.0,3.0
36,7,36:7,B10,106.0,166.0,2000,459.0,166.0,3.0
36,7,36:7,B10,106.0,166.0,1999,358.0,,
36,7,36:7,B10,106.0,166.0,1998,189.0,,5.0
36,7,36:7,B10,106.0,166.0,1997,97.0,,
58,33,58:33,B2,106.0,166.0,2009,153.0,535.0,5.0
58,33,58:33,B2,106.0,166.0,2003,870.0,347.0,4.0
58,33,58:33,B2,106.0,166.0,2000,527.0,178.0,4.0
58,33,58:33,B2,106.0,166.0,1999,412.0,,
58,33,58:33,B2,106.0,166.0,1998,234.0,,4.0
58,33,58:33,B2,106.0,166.0,1997,144.0,,
51,36,51:36,B6,106.0,166.0,2003,940.0,362.0,3.0
51,36,51:36,B6,106.0,166.0,2000,540.0,190.0,3.0
51,36,51:36,B6,106.0,166.0,1999,401.0,,
51,36,51:36,B6,106.0,166.0,1998,249.0,,4.0
51,36,51:36,B6,106.0,166.0,1997,130.0,,
8,34,8:34,B5,106.0,166.0,2003,920.0,355.0,2.0
8,34,8:34,B5,106.0,166.0,2000,485.0,205.0,3.0
8,34,8:34,B5,106.0,166.0,1999,410.0,,
8,34,8:34,B5,106.0,166.0,1998,235.0,,4.0
8,34,8:34,B5,106.0,166.0,1997,108.0,,
39,48,39:48,B11,106.0,166.0,2009,180.0,544.0,3.0
39,48,39:48,B11,106.0,166.0,2003,1050.0,380.0,4.0
39,48,39:48,B11,106.0,166.0,2000,555.0,220.0,4.0
39,48,39:48,B11,106.0,166.0,1999,459.0,,
39,48,39:48,B11,106.0,166.0,1998,248.0,,4.0
39,48,39:48,B11,106.0,166.0,1997,127.0,,
17,54,17:54,B4,106.0,166.0,2009,158.0,650.0,4.0
17,54,17:54,B4,106.0,166.0,2003,1040.0,418.0,5.0
17,54,17:54,B4,106.0,166.0,2000,550.0,222.0,4.0
17,54,17:54,B4,106.0,166.0,1999,455.0,,
17,54,17:54,B4,106.0,166.0,1998,259.0,,4.0
17,54,17:54,B4,106.0,166.0,1997,148.0,,
58,69,58:69,B13,106.0,222.0,2003,710.0,207.0,4.0
58,69,58:69,B13,106.0,222.0,2000,320.0,120.0,5.0
58,69,58:69,B13,106.0,222.0,1999,261.0,,
58,69,58:69,B13,106.0,222.0,1998,133.0,,2.0
58,69,58:69,B13,106.0,222.0,1997,78.0,,
27,40,27:40,B7,106.0,222.0,2003,920.0,252.0,3.0
27,40,27:40,B7,106.0,222.0,2000,460.0,132.0,3.0
27,40,27:40,B7,106.0,222.0,1999,347.0,,
27,40,27:40,B7,106.0,222.0,1998,197.0,,2.0
27,40,27:40,B7,106.0,222.0,1997,110.0,,
35,15,35:15,B14,106.0,222.0,2003,810.0,267.0,5.0
35,15,35:15,B14,106.0,222.0,2000,393.0,144.0,5.0
35,15,35:15,B14,106.0,222.0,1999,330.0,,
35,15,35:15,B14,106.0,222.0,1998,182.0,,5.0
35,15,35:15,B14,106.0,222.0,1997,116.0,,
56,66,56:66,B3,106.0,222.0,2003,850.0,286.0,4.0
56,66,56:66,B3,106.0,222.0,2000,485.0,164.0,5.0
56,66,56:66,B3,106.0,222.0,1999,365.0,,
56,66,56:66,B3,106.0,222.0,1998,220.0,,5.0
56,66,56:66,B3,106.0,222.0,1997,120.0,,
40,51,40:51,B8,106.0,222.0,2009,151.0,432.0,4.0
40,51,40:51,B8,106.0,222.0,2003,950.0,295.0,5.0
40,51,40:51,B8,106.0,222.0,2000,500.0,165.0,5.0
40,51,40:51,B8,106.0,222.0,1999,430.0,,
40,51,40:51,B8,106.0,222.0,1998,192.0,,5.0
40,51,40:51,B8,106.0,222.0,1997,95.0,,
39,4,39:4,B10,106.0,222.0,2009,140.0,603.0,3.0
39,4,39:4,B10,106.0,222.0,2003,810.0,360.0,4.0
39,4,39:4,B10,106.0,222.0,2000,423.0,176.0,5.0
39,4,39:4,B10,106.0,222.0,1999,345.0,,
39,4,39:4,B10,106.0,222.0,1998,190.0,,5.0
39,4,39:4,B10,106.0,222.0,1997,111.0,,
59,33,59:33,B2,106.0,222.0,2009,131.0,485.0,3.0
59,33,59:33,B2,106.0,222.0,2003,810.0,360.0,4.0
59,33,59:33,B2,106.0,222.0,2000,476.0,190.0,4.0
59,33,59:33,B2,106.0,222.0,1999,365.0,,
59,33,59:33,B2,106.0,222.0,1998,205.0,,3.0
59,33,59:33,B2,106.0,222.0,1997,140.0,,
47,38,47:38,B6,106.0,222.0,2003,1000.0,332.0,4.0
47,38,47:38,B6,106.0,222.0,2000,534.0,195.0,5.0
47,38,47:38,B6,106.0,222.0,1999,410.0,,
47,38,47:38,B6,106.0,222.0,1998,187.0,,4.0
47,38,47:38,B6,106.0,222.0,1997,120.0,,
16,36,16:36,B9,106.0,222.0,2009,147.0,446.0,3.0
16,36,16:36,B9,106.0,222.0,2003,990.0,352.0,5.0
16,36,16:36,B9,106.0,222.0,2000,522.0,204.0,5.0
16,36,16:36,B9,106.0,222.0,1999,425.0,,
16,36,16:36,B9,106.0,222.0,1998,268.0,,5.0
16,36,16:36,B9,106.0,222.0,1997,150.0,,
8,32,8:32,B5,106.0,222.0,2003,880.0,304.0,3.0
8,32,8:32,B5,106.0,222.0,2000,548.0,205.0,3.0
8,32,8:32,B5,106.0,222.0,1999,422.0,,
8,32,8:32,B5,106.0,222.0,1998,245.0,,4.0
8,32,8:32,B5,106.0,222.0,1997,150.0,,
19,55,19:55,B4,106.0,222.0,2009,125.0,485.0,3.0
19,55,19:55,B4,106.0,222.0,2003,950.0,422.0,4.0
19,55,19:55,B4,106.0,222.0,2000,567.0,222.0,4.0
19,55,19:55,B4,106.0,222.0,1999,440.0,,
19,55,19:55,B4,106.0,222.0,1998,247.0,,4.0
19,55,19:55,B4,106.0,222.0,1997,135.0,,
67,45,67:45,B1,106.0,222.0,2009,167.0,678.0,3.0
67,45,67:45,B1,106.0,222.0,2003,1050.0,462.0,3.0
67,45,67:45,B1,106.0,222.0,2000,575.0,232.0,3.0
67,45,67:45,B1,106.0,222.0,1999,432.0,,
67,45,67:45,B1,106.0,222.0,1998,276.0,,5.0
67,45,67:45,B1,106.0,222.0,1997,140.0,,
37,43,37:43,B11,106.0,222.0,2003,920.0,385.0,4.0
37,43,37:43,B11,106.0,222.0,2000,512.0,232.0,4.0
37,43,37:43,B11,106.0,222.0,1999,408.0,,
37,43,37:43,B11,106.0,222.0,1998,245.0,,4.0
37,43,37:43,B11,106.0,222.0,1997,120.0,,
58,72,58:72,B13,106.0,221.0,2003,660.0,172.0,4.0
58,72,58:72,B13,106.0,221.0,2000,328.0,91.0,4.0
58,72,58:72,B13,106.0,221.0,1999,215.0,,
58,72,58:72,B13,106.0,221.0,1998,157.0,,4.0
58,72,58:72,B13,106.0,221.0,1997,112.0,,
50,75,50:75,B3,106.0,221.0,2003,700.0,205.0,4.0
50,75,50:75,B3,106.0,221.0,2000,380.0,108.0,5.0
50,75,50:75,B3,106.0,221.0,1999,281.0,,
50,75,50:75,B3,106.0,221.0,1998,188.0,,4.0
50,75,50:75,B3,106.0,221.0,1997,124.0,,
36,31,36:31,B16,106.0,221.0,2009,152.0,446.0,4.0
36,31,36:31,B16,106.0,221.0,2003,930.0,290.0,4.0
36,31,36:31,B16,106.0,221.0,2000,443.0,122.0,5.0
36,31,36:31,B16,106.0,221.0,1999,356.0,,
36,31,36:31,B16,106.0,221.0,1998,177.0,,5.0
36,31,36:31,B16,106.0,221.0,1997,88.0,,
39,38,39:38,B11,106.0,221.0,2003,450.0,137.0,2.0
39,38,39:38,B11,106.0,221.0,2000,355.0,130.0,3.0
39,38,39:38,B11,106.0,221.0,1999,271.0,,
39,38,39:38,B11,106.0,221.0,1998,228.0,,3.0
39,38,39:38,B11,106.0,221.0,1997,99.0,,
15,29,15:29,B9,106.0,221.0,2009,134.0,372.0,3.0
15,29,15:29,B9,106.0,221.0,2003,900.0,283.0,4.0
15,29,15:29,B9,106.0,221.0,2000,465.0,140.0,4.0
15,29,15:29,B9,106.0,221.0,1999,330.0,,
15,29,15:29,B9,106.0,221.0,1998,227.0,,4.0
15,29,15:29,B9,106.0,221.0,1997,124.0,,
41,54,41:54,B8,106.0,221.0,2009,141.0,460.0,3.0
41,54,41:54,B8,106.0,221.0,2003,850.0,348.0,3.0
41,54,41:54,B8,106.0,221.0,2000,430.0,166.0,4.0
41,54,41:54,B8,106.0,221.0,1999,331.0,,
41,54,41:54,B8,106.0,221.0,1998,178.0,,4.0
41,54,41:54,B8,106.0,221.0,1997,118.0,,
27,48,27:48,B7,106.0,221.0,2009,152.0,450.0,3.0
27,48,27:48,B7,106.0,221.0,2003,920.0,348.0,5.0
27,48,27:48,B7,106.0,221.0,2000,495.0,182.0,5.0
27,48,27:48,B7,106.0,221.0,1999,385.0,,
27,48,27:48,B7,106.0,221.0,1998,236.0,,5.0
27,48,27:48,B7,106.0,221.0,1997,113.0,,
64,42,64:42,B1,106.0,221.0,2009,156.0,573.0,4.0
64,42,64:42,B1,106.0,221.0,2003,960.0,447.0,5.0
64,42,64:42,B1,106.0,221.0,2000,498.0,215.0,5.0
64,42,64:42,B1,106.0,221.0,1999,365.0,,
64,42,64:42,B1,106.0,221.0,1998,200.0,,3.0
64,42,64:42,B1,106.0,221.0,1997,110.0,,
50,77,50:77,B3,242.0,222.0,2003,670.0,200.0,2.0
50,77,50:77,B3,242.0,222.0,2000,400.0,105.0,4.0
50,77,50:77,B3,242.0,222.0,1999,300.0,,
50,77,50:77,B3,242.0,222.0,1998,228.0,,4.0
50,77,50:77,B3,242.0,222.0,1997,163.0,,
37,4,37:4,B10,242.0,222.0,2014,215.0,834.0,
37,4,37:4,B10,242.0,222.0,2009,163.0,672.0,2.0
37,4,37:4,B10,242.0,222.0,2003,910.0,372.0,4.0
37,4,37:4,B10,242.0,222.0,2000,452.0,152.0,3.0
37,4,37:4,B10,242.0,222.0,1999,327.0,,
37,4,37:4,B10,242.0,222.0,1998,180.0,,4.0
37,4,37:4,B10,242.0,222.0,1997,133.0,,
11,29,11:29,B5,242.0,222.0,2009,168.0,584.0,3.0
11,29,11:29,B5,242.0,222.0,2003,1040.0,394.0,3.0
11,29,11:29,B5,242.0,222.0,2000,535.0,198.0,4.0
11,29,11:29,B5,242.0,222.0,1999,468.0,,
11,29,11:29,B5,242.0,222.0,1998,298.0,,5.0
11,29,11:29,B5,242.0,222.0,1997,164.0,,
64,43,64:43,B1,242.0,222.0,2009,161.0,558.0,1.0
64,43,64:43,B1,242.0,222.0,2003,1060.0,413.0,2.0
64,43,64:43,B1,242.0,222.0,2000,605.0,218.0,3.0
64,43,64:43,B1,242.0,222.0,1999,442.0,,
64,43,64:43,B1,242.0,222.0,1998,292.0,,4.0
64,43,64:43,B1,242.0,222.0,1997,157.0,,
24,40,24:40,B7,104.0,214.0,2009,157.0,355.0,4.0
24,40,24:40,B7,104.0,214.0,2003,940.0,264.0,5.0
24,40,24:40,B7,104.0,214.0,2000,510.0,145.0,5.0
24,40,24:40,B7,104.0,214.0,1999,390.0,,
24,40,24:40,B7,104.0,214.0,1998,209.0,,4.0
24,40,24:40,B7,104.0,214.0,1997,110.0,,
22,29,22:29,B15,104.0,214.0,2003,990.0,315.0,5.0
22,29,22:29,B15,104.0,214.0,2000,555.0,170.0,5.0
22,29,22:29,B15,104.0,214.0,1999,420.0,,
22,29,22:29,B15,104.0,214.0,1998,231.0,,5.0
22,29,22:29,B15,104.0,214.0,1997,113.0,,
33,30,33:30,B16,104.0,214.0,2009,167.0,502.0,3.0
33,30,33:30,B16,104.0,214.0,2003,990.0,313.0,4.0
33,30,33:30,B16,104.0,214.0,2000,550.0,170.0,4.0
33,30,33:30,B16,104.0,214.0,1999,400.0,,
33,30,33:30,B16,104.0,214.0,1998,237.0,,4.0
33,30,33:30,B16,104.0,214.0,1997,108.0,,
59,31,59:31,B2,104.0,214.0,2009,176.0,638.0,5.0
59,31,59:31,B2,104.0,214.0,2003,980.0,420.0,4.0
59,31,59:31,B2,104.0,214.0,2000,547.0,250.0,3.0
59,31,59:31,B2,104.0,214.0,1999,397.0,,
59,31,59:31,B2,104.0,214.0,1998,232.0,,5.0
59,31,59:31,B2,104.0,214.0,1997,150.0,,
51,76,51:76,B3,104.0,106.0,2003,690.0,187.0,5.0
51,76,51:76,B3,104.0,106.0,2000,282.0,85.0,4.0
51,76,51:76,B3,104.0,106.0,1999,218.0,,
51,76,51:76,B3,104.0,106.0,1998,192.0,,5.0
51,76,51:76,B3,104.0,106.0,1997,115.0,,
40,75,40:75,B12,104.0,106.0,2003,710.0,245.0,2.0
40,75,40:75,B12,104.0,106.0,2000,390.0,136.0,5.0
40,75,40:75,B12,104.0,106.0,1999,260.0,,
40,75,40:75,B12,104.0,106.0,1998,180.0,,4.0
40,75,40:75,B12,104.0,106.0,1997,104.0,,
42,41,42:41,B11,104.0,106.0,2009,156.0,502.0,5.0
42,41,42:41,B11,104.0,106.0,2003,860.0,265.0,4.0
42,41,42:41,B11,104.0,106.0,2000,422.0,138.0,5.0
42,41,42:41,B11,104.0,106.0,1999,350.0,,
42,41,42:41,B11,104.0,106.0,1998,198.0,,5.0
42,41,42:41,B11,104.0,106.0,1997,100.0,,
