X,Y,ID,BLOC,DAM,SIRE,year,height,circumference,flexuosity
42,43,42:43,B11,242.0,221.0,1998,259.0,,3.0
42,43,42:43,B11,242.0,221.0,1997,156.0,,
27,34,27:34,B15,242.0,221.0,1998,253.0,,4.0
27,34,27:34,B15,242.0,221.0,1997,147.0,,
18,33,18:33,B9,242.0,,2009,110.0,268.0,2.0
18,33,18:33,B9,242.0,,2003,750.0,184.0,4.0
18,33,18:33,B9,242.0,,2000,411.0,101.0,3.0
18,33,18:33,B9,242.0,,1999,326.0,,
18,33,18:33,B9,242.0,,1998,197.0,,4.0
18,33,18:33,B9,242.0,,1997,105.0,,
30,34,30:34,B16,242.0,,2009,147.0,500.0,5.0
30,34,30:34,B16,242.0,,2003,890.0,296.0,5.0
30,34,30:34,B16,242.0,,2000,435.0,132.0,5.0
30,34,30:34,B16,242.0,,1999,315.0,,
30,34,30:34,B16,242.0,,1998,193.0,,5.0
30,34,30:34,B16,242.0,,1997,112.0,,
55,72,55:72,B3,242.0,,2003,890.0,232.0,3.0
55,72,55:72,B3,242.0,,2000,465.0,137.0,4.0
55,72,55:72,B3,242.0,,1999,420.0,,
55,72,55:72,B3,242.0,,1998,271.0,,4.0
55,72,55:72,B3,242.0,,1997,157.0,,
23,38,23:38,B7,242.0,,2009,155.0,452.0,3.0
23,38,23:38,B7,242.0,,2003,920.0,287.0,4.0
23,38,23:38,B7,242.0,,2000,500.0,152.0,3.0
23,38,23:38,B7,242.0,,1999,400.0,,
23,38,23:38,B7,242.0,,1998,257.0,,5.0
23,38,23:38,B7,242.0,,1997,129.0,,
37,56,37:56,B8,242.0,,2009,151.0,388.0,5.0
37,56,37:56,B8,242.0,,2003,840.0,266.0,4.0
37,56,37:56,B8,242.0,,2000,473.0,154.0,5.0
37,56,37:56,B8,242.0,,1999,385.0,,
37,56,37:56,B8,242.0,,1998,240.0,,4.0
37,56,37:56,B8,242.0,,1997,124.0,,
7,31,7:31,B5,242.0,,2014,212.0,842.0,
7,31,7:31,B5,242.0,,2009,170.0,635.0,4.0
7,31,7:31,B5,242.0,,2003,940.0,376.0,5.0
7,31,7:31,B5,242.0,,2000,527.0,161.0,4.0
7,31,7:31,B5,242.0,,1999,395.0,,
7,31,7:31,B5,242.0,,1998,249.0,,4.0
7,31,7:31,B5,242.0,,1997,120.0,,
29,19,29:19,B14,242.0,,2014,174.0,781.0,
29,19,29:19,B14,242.0,,2009,144.0,635.0,2.0
29,19,29:19,B14,242.0,,2003,860.0,345.0,3.0
29,19,29:19,B14,242.0,,2000,438.0,172.0,4.0
29,19,29:19,B14,242.0,,1999,320.0,,
29,19,29:19,B14,242.0,,1998,208.0,,4.0
29,19,29:19,B14,242.0,,1997,105.0,,
30,8,30:8,B10,242.0,,2009,143.0,603.0,5.0
30,8,30:8,B10,242.0,,2003,900.0,410.0,5.0
30,8,30:8,B10,242.0,,2000,492.0,180.0,5.0
30,8,30:8,B10,242.0,,1999,408.0,,
30,8,30:8,B10,242.0,,1998,232.0,,5.0
30,8,30:8,B10,242.0,,1997,129.0,,
59,27,59:27,B2,242.0,,2009,166.0,643.0,4.0
59,27,59:27,B2,242.0,,2003,980.0,400.0,4.0
59,27,59:27,B2,242.0,,2000,578.0,202.0,4.0
59,27,59:27,B2,242.0,,1999,452.0,,
59,27,59:27,B2,242.0,,1998,245.0,,3.0
59,27,59:27,B2,242.0,,1997,144.0,,
68,50,68:50,B1,242.0,,2014,191.0,831.0,
68,50,68:50,B1,242.0,,2009,160.0,747.0,5.0
68,50,68:50,B1,242.0,,2003,1070.0,472.0,4.0
68,50,68:50,B1,242.0,,2000,588.0,214.0,4.0
68,50,68:50,B1,242.0,,1999,428.0,,
68,50,68:50,B1,242.0,,1998,230.0,,4.0
68,50,68:50,B1,242.0,,1997,140.0,,
20,52,20:52,B4,242.0,,2003,960.0,407.0,4.0
20,52,20:52,B4,242.0,,2000,590.0,220.0,4.0
20,52,20:52,B4,242.0,,1999,465.0,,
20,52,20:52,B4,242.0,,1998,240.0,,4.0
20,52,20:52,B4,242.0,,1997,130.0,,
60,46,60:46,B1,104.0,214.0,2009,154.0,553.0,3.0
60,46,60:46,B1,104.0,214.0,2003,920.0,346.0,3.0
60,46,60:46,B1,104.0,214.0,2000,520.0,185.0,4.0
60,46,60:46,B1,104.0,214.0,1999,416.0,,
60,46,60:46,B1,104.0,214.0,1998,257.0,,5.0
60,46,60:46,B1,104.0,214.0,1997,146.0,,
46,50,46:50,B8,104.0,221.0,2003,750.0,220.0,3.0
46,50,46:50,B8,104.0,221.0,2000,355.0,125.0,5.0
46,50,46:50,B8,104.0,221.0,1999,245.0,,
46,50,46:50,B8,104.0,221.0,1998,153.0,,5.0
46,50,46:50,B8,104.0,221.0,1997,103.0,,
21,42,21:42,B7,104.0,221.0,2003,820.0,231.0,5.0
21,42,21:42,B7,104.0,221.0,2000,435.0,135.0,5.0
21,42,21:42,B7,104.0,221.0,1999,305.0,,
21,42,21:42,B7,104.0,221.0,1998,153.0,,5.0
21,42,21:42,B7,104.0,221.0,1997,77.0,,
36,68,36:68,B12,104.0,221.0,2003,950.0,295.0,5.0
36,68,36:68,B12,104.0,221.0,2000,460.0,152.0,5.0
36,68,36:68,B12,104.0,221.0,1999,328.0,,
36,68,36:68,B12,104.0,221.0,1998,191.0,,5.0
36,68,36:68,B12,104.0,221.0,1997,121.0,,
33,11,33:11,B10,104.0,221.0,2009,147.0,526.0,4.0
33,11,33:11,B10,104.0,221.0,2003,870.0,332.0,3.0
33,11,33:11,B10,104.0,221.0,2000,445.0,155.0,4.0
33,11,33:11,B10,104.0,221.0,1999,364.0,,
33,11,33:11,B10,104.0,221.0,1998,168.0,,4.0
33,11,33:11,B10,104.0,221.0,1997,77.0,,
68,72,68:72,B13,104.0,221.0,2003,860.0,373.0,3.0
68,72,68:72,B13,104.0,221.0,2000,403.0,171.0,4.0
68,72,68:72,B13,104.0,221.0,1999,282.0,,
68,72,68:72,B13,104.0,221.0,1998,258.0,,4.0
68,72,68:72,B13,104.0,221.0,1997,150.0,,
17,31,17:31,B9,104.0,221.0,2009,165.0,554.0,4.0
17,31,17:31,B9,104.0,221.0,2003,990.0,393.0,5.0
17,31,17:31,B9,104.0,221.0,2000,595.0,192.0,5.0
17,31,17:31,B9,104.0,221.0,1999,430.0,,
17,31,17:31,B9,104.0,221.0,1998,254.0,,5.0
17,31,17:31,B9,104.0,221.0,1997,108.0,,
39,43,39:43,B11,104.0,221.0,2003,1050.0,350.0,4.0
39,43,39:43,B11,104.0,221.0,2000,568.0,208.0,5.0
39,43,39:43,B11,104.0,221.0,1999,412.0,,
39,43,39:43,B11,104.0,221.0,1998,211.0,,5.0
39,43,39:43,B11,104.0,221.0,1997,108.0,,
36,15,36:15,B14,104.0,221.0,2014,208.0,895.0,
36,15,36:15,B14,104.0,221.0,2009,164.0,732.0,2.0
36,15,36:15,B14,104.0,221.0,2003,990.0,408.0,4.0
36,15,36:15,B14,104.0,221.0,2000,522.0,212.0,4.0
36,15,36:15,B14,104.0,221.0,1999,400.0,,
36,15,36:15,B14,104.0,221.0,1998,212.0,,5.0
36,15,36:15,B14,104.0,221.0,1997,133.0,,
10,29,10:29,B5,104.0,221.0,2014,218.0,788.0,
10,29,10:29,B5,104.0,221.0,2009,172.0,611.0,3.0
10,29,10:29,B5,104.0,221.0,2003,1060.0,460.0,4.0
10,29,10:29,B5,104.0,221.0,2000,602.0,243.0,4.0
10,29,10:29,B5,104.0,221.0,1999,484.0,,
10,29,10:29,B5,104.0,221.0,1998,282.0,,5.0
10,29,10:29,B5,104.0,221.0,1997,165.0,,
27,28,27:28,B15,104.0,221.0,2014,235.0,942.0,
27,28,27:28,B15,104.0,221.0,2009,175.0,792.0,3.0
27,28,27:28,B15,104.0,221.0,2003,1150.0,483.0,4.0
27,28,27:28,B15,104.0,221.0,2000,660.0,294.0,4.0
27,28,27:28,B15,104.0,221.0,1999,480.0,,
27,28,27:28,B15,104.0,221.0,1998,278.0,,4.0
27,28,27:28,B15,104.0,221.0,1997,146.0,,
20,32,20:32,B9,109.0,166.0,2003,670.0,212.0,4.0
20,32,20:32,B9,109.0,166.0,2000,460.0,130.0,4.0
20,32,20:32,B9,109.0,166.0,1999,405.0,,
20,32,20:32,B9,109.0,166.0,1998,223.0,,4.0
20,32,20:32,B9,109.0,166.0,1997,116.0,,
20,51,20:51,B4,109.0,166.0,2014,219.0,721.0,
20,51,20:51,B4,109.0,166.0,2009,159.0,563.0,4.0
20,51,20:51,B4,109.0,166.0,2003,970.0,288.0,4.0
20,51,20:51,B4,109.0,166.0,2000,445.0,154.0,5.0
20,51,20:51,B4,109.0,166.0,1999,405.0,,
20,51,20:51,B4,109.0,166.0,1998,237.0,,3.0
20,51,20:51,B4,109.0,166.0,1997,126.0,,
37,39,37:39,B11,109.0,166.0,2009,158.0,644.0,3.0
37,39,37:39,B11,109.0,166.0,2003,1130.0,405.0,4.0
37,39,37:39,B11,109.0,166.0,2000,626.0,206.0,4.0
37,39,37:39,B11,109.0,166.0,1999,500.0,,
37,39,37:39,B11,109.0,166.0,1998,290.0,,4.0
37,39,37:39,B11,109.0,166.0,1997,148.0,,
65,47,65:47,B1,109.0,166.0,2009,178.0,585.0,3.0
65,47,65:47,B1,109.0,166.0,2003,1060.0,392.0,3.0
65,47,65:47,B1,109.0,166.0,2000,568.0,210.0,4.0
65,47,65:47,B1,109.0,166.0,1999,416.0,,
65,47,65:47,B1,109.0,166.0,1998,220.0,,4.0
65,47,65:47,B1,109.0,166.0,1997,130.0,,
53,28,53:28,B2,109.0,166.0,2014,210.0,807.0,
53,28,53:28,B2,109.0,166.0,2009,152.0,648.0,4.0
53,28,53:28,B2,109.0,166.0,2003,940.0,397.0,5.0
53,28,53:28,B2,109.0,166.0,2000,560.0,214.0,4.0
53,28,53:28,B2,109.0,166.0,1999,438.0,,
53,28,53:28,B2,109.0,166.0,1998,256.0,,4.0
53,28,53:28,B2,109.0,166.0,1997,157.0,,
59,39,59:39,B6,109.0,222.0,2009,156.0,424.0,4.0
59,39,59:39,B6,109.0,222.0,2003,950.0,413.0,5.0
59,39,59:39,B6,109.0,222.0,2000,502.0,150.0,4.0
59,39,59:39,B6,109.0,222.0,1999,385.0,,
59,39,59:39,B6,109.0,222.0,1998,254.0,,4.0
59,39,59:39,B6,109.0,222.0,1997,132.0,,
58,74,58:74,B13,109.0,222.0,2003,770.0,199.0,3.0
58,74,58:74,B13,109.0,222.0,2000,455.0,155.0,5.0
58,74,58:74,B13,109.0,222.0,1999,345.0,,
58,74,58:74,B13,109.0,222.0,1998,258.0,,4.0
58,74,58:74,B13,109.0,222.0,1997,140.0,,
10,32,10:32,B5,109.0,222.0,2009,167.0,559.0,4.0
10,32,10:32,B5,109.0,222.0,2003,1010.0,355.0,4.0
10,32,10:32,B5,109.0,222.0,2000,536.0,162.0,4.0
10,32,10:32,B5,109.0,222.0,1999,412.0,,
10,32,10:32,B5,109.0,222.0,1998,230.0,,5.0
10,32,10:32,B5,109.0,222.0,1997,138.0,,
41,73,KAMIE,B12,,,2003,710.0,180.0,3.0
41,73,KAMIE,B12,,,2000,284.0,90.0,3.0
41,73,KAMIE,B12,,,1999,218.0,,
41,73,KAMIE,B12,,,1998,178.0,,3.0
41,73,KAMIE,B12,,,1997,118.0,,
14,52,KAMIE,B4,,,2003,610.0,213.0,3.0
14,52,KAMIE,B4,,,2000,325.0,90.0,4.0
14,52,KAMIE,B4,,,1999,285.0,,
14,52,KAMIE,B4,,,1998,134.0,,5.0
14,52,KAMIE,B4,,,1997,52.0,,
21,35,KAMIE,B15,,,2003,640.0,176.0,3.0
21,35,KAMIE,B15,,,2000,405.0,110.0,4.0
21,35,KAMIE,B15,,,1999,387.0,,
21,35,KAMIE,B15,,,1998,249.0,,4.0
21,35,KAMIE,B15,,,1997,114.0,,
61,31,KAMIE,B2,,,2003,780.0,238.0,3.0
61,31,KAMIE,B2,,,2000,431.0,118.0,3.0
61,31,KAMIE,B2,,,1999,343.0,,
61,31,KAMIE,B2,,,1998,174.0,,3.0
61,31,KAMIE,B2,,,1997,104.0,,
32,28,KAMIE,B16,,,2003,790.0,240.0,3.0
32,28,KAMIE,B16,,,2000,362.0,120.0,3.0
32,28,KAMIE,B16,,,1999,302.0,,
32,28,KAMIE,B16,,,1998,176.0,,4.0
32,28,KAMIE,B16,,,1997,96.0,,
12,29,KAMIE,B9,,,2003,850.0,272.0,3.0
12,29,KAMIE,B9,,,2000,435.0,120.0,4.0
12,29,KAMIE,B9,,,1999,309.0,,
12,29,KAMIE,B9,,,1998,175.0,,5.0
12,29,KAMIE,B9,,,1997,74.0,,
52,67,KAMIE,B3,,,2003,860.0,230.0,3.0
52,67,KAMIE,B3,,,2000,478.0,131.0,4.0
52,67,KAMIE,B3,,,1999,370.0,,
52,67,KAMIE,B3,,,1998,244.0,,5.0
52,67,KAMIE,B3,,,1997,152.0,,
31,14,KAMIE,B14,,,2014,191.0,720.0,
31,14,KAMIE,B14,,,2009,152.0,578.0,3.0
31,14,KAMIE,B14,,,2003,820.0,324.0,3.0
31,14,KAMIE,B14,,,2000,432.0,136.0,4.0
31,14,KAMIE,B14,,,1999,340.0,,
31,14,KAMIE,B14,,,1998,160.0,,4.0
31,14,KAMIE,B14,,,1997,113.0,,
54,34,KAMIE,B6,,,2009,146.0,483.0,2.0
54,34,KAMIE,B6,,,2003,890.0,269.0,3.0
54,34,KAMIE,B6,,,2000,410.0,138.0,3.0
54,34,KAMIE,B6,,,1999,302.0,,
54,34,KAMIE,B6,,,1998,161.0,,4.0
54,34,KAMIE,B6,,,1997,110.0,,
25,39,KAMIE,B7,,,2009,141.0,484.0,3.0
25,39,KAMIE,B7,,,2003,950.0,361.0,4.0
25,39,KAMIE,B7,,,2000,449.0,160.0,4.0
25,39,KAMIE,B7,,,1999,308.0,,
25,39,KAMIE,B7,,,1998,161.0,,5.0
25,39,KAMIE,B7,,,1997,65.0,,
11,35,KAMIE,B5,,,2003,950.0,305.0,2.0
11,35,KAMIE,B5,,,2000,488.0,164.0,3.0
11,35,KAMIE,B5,,,1999,435.0,,
11,35,KAMIE,B5,,,1998,243.0,,3.0
11,35,KAMIE,B5,,,1997,104.0,,
35,3,KAMIE,B10,,,2014,209.0,880.0,
35,3,KAMIE,B10,,,2009,159.0,730.0,3.0
35,3,KAMIE,B10,,,2003,860.0,350.0,5.0
35,3,KAMIE,B10,,,2000,448.0,165.0,4.0
35,3,KAMIE,B10,,,1999,332.0,,
35,3,KAMIE,B10,,,1998,162.0,,4.0
35,3,KAMIE,B10,,,1997,104.0,,
34,51,KAMIE,B8,,,2003,970.0,370.0,4.0
34,51,KAMIE,B8,,,2000,528.0,226.0,4.0
34,51,KAMIE,B8,,,1999,410.0,,
34,51,KAMIE,B8,,,1998,227.0,,4.0
34,51,KAMIE,B8,,,1997,89.0,,
38,39,KAMIE,B11,,,2009,168.0,594.0,3.0
38,39,KAMIE,B11,,,2003,1100.0,367.0,4.0
38,39,KAMIE,B11,,,2000,542.0,236.0,5.0
38,39,KAMIE,B11,,,1999,470.0,,
38,39,KAMIE,B11,,,1998,248.0,,5.0
38,39,KAMIE,B11,,,1997,146.0,,
34,34,RUDA,B16,,,2000,335.0,80.0,5.0
34,34,RUDA,B16,,,1999,245.0,,
34,34,RUDA,B16,,,1998,187.0,,4.0
34,34,RUDA,B16,,,1997,107.0,,
60,77,RUDA,B13,,,2009,90.0,308.0,1.0
60,77,RUDA,B13,,,2003,490.0,151.0,1.0
60,77,RUDA,B13,,,2000,350.0,113.0,1.0
60,77,RUDA,B13,,,1999,255.0,,
60,77,RUDA,B13,,,1998,212.0,,2.0
60,77,RUDA,B13,,,1997,141.0,,
38,70,RUDA,B12,,,2003,750.0,241.0,4.0
38,70,RUDA,B12,,,2000,388.0,121.0,5.0
38,70,RUDA,B12,,,1999,281.0,,
38,70,RUDA,B12,,,1998,165.0,,4.0
38,70,RUDA,B12,,,1997,130.0,,
9,27,RUDA,B5,,,2003,830.0,255.0,4.0
9,27,RUDA,B5,,,2000,429.0,132.0,5.0
9,27,RUDA,B5,,,1999,329.0,,
9,27,RUDA,B5,,,1998,219.0,,2.0
9,27,RUDA,B5,,,1997,129.0,,
48,28,RUDA,B6,,,2009,130.0,354.0,3.0
48,28,RUDA,B6,,,2003,790.0,227.0,3.0
48,28,RUDA,B6,,,2000,425.0,132.0,4.0
48,28,RUDA,B6,,,1999,345.0,,
48,28,RUDA,B6,,,1998,194.0,,2.0
48,28,RUDA,B6,,,1997,126.0,,
55,30,RUDA,B2,,,2003,840.0,279.0,3.0
55,30,RUDA,B2,,,2000,452.0,140.0,4.0
55,30,RUDA,B2,,,1999,350.0,,
55,30,RUDA,B2,,,1998,172.0,,5.0
55,30,RUDA,B2,,,1997,98.0,,
35,10,RUDA,B10,,,2003,820.0,284.0,2.0
35,10,RUDA,B10,,,2000,410.0,150.0,3.0
35,10,RUDA,B10,,,1999,327.0,,
35,10,RUDA,B10,,,1998,230.0,,4.0
35,10,RUDA,B10,,,1997,124.0,,
21,54,RUDA,B4,,,2003,720.0,282.0,4.0
21,54,RUDA,B4,,,2000,345.0,156.0,4.0
21,54,RUDA,B4,,,1999,295.0,,
21,54,RUDA,B4,,,1998,160.0,,5.0
21,54,RUDA,B4,,,1997,84.0,,
50,67,RUDA,B3,,,2003,910.0,280.0,5.0
50,67,RUDA,B3,,,2000,492.0,162.0,5.0
50,67,RUDA,B3,,,1999,370.0,,
50,67,RUDA,B3,,,1998,214.0,,5.0
50,67,RUDA,B3,,,1997,116.0,,
39,51,RUDA,B8,,,2003,900.0,343.0,4.0
39,51,RUDA,B8,,,2000,510.0,170.0,5.0
39,51,RUDA,B8,,,1999,405.0,,
39,51,RUDA,B8,,,1998,207.0,,4.0
39,51,RUDA,B8,,,1997,126.0,,
26,46,RUDA,B7,,,2003,960.0,290.0,3.0
26,46,RUDA,B7,,,2000,570.0,180.0,3.0
26,46,RUDA,B7,,,1999,465.0,,
26,46,RUDA,B7,,,1998,315.0,,4.0
26,46,RUDA,B7,,,1997,140.0,,
31,15,RUDA,B14,,,2003,850.0,370.0,2.0
31,15,RUDA,B14,,,2000,462.0,182.0,3.0
31,15,RUDA,B14,,,1999,357.0,,
31,15,RUDA,B14,,,1998,183.0,,5.0
31,15,RUDA,B14,,,1997,97.0,,
59,50,RUDA,B1,,,2003,920.0,370.0,2.0
59,50,RUDA,B1,,,2000,502.0,210.0,3.0
59,50,RUDA,B1,,,1999,358.0,,
59,50,RUDA,B1,,,1998,222.0,,3.0
59,50,RUDA,B1,,,1997,123.0,,
15,30,RUDA,B9,,,2014,212.0,746.0,
15,30,RUDA,B9,,,2009,165.0,643.0,2.0
15,30,RUDA,B9,,,2003,1080.0,467.0,4.0
15,30,RUDA,B9,,,2000,625.0,338.0,4.0
15,30,RUDA,B9,,,1999,460.0,,
15,30,RUDA,B9,,,1998,247.0,,4.0
15,30,RUDA,B9,,,1997,132.0,,
